#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2002-01-05, 21:01:54
# Real time (s): 1213075.660
# Live time (s): 1209818.120
#
# Total counts:  221428538
#
# Left marker:  20 (7.086 keV)
# Right marker: 50 (17.695 keV)
# Counts:       4574772
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.012663
#     A1: 0.353645
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
6123	2165.381	65	5.37271e-05
6124	2165.735	65	5.37271e-05
6125	2166.088	55	4.54614e-05
6126	2166.442	71	5.86865e-05
6127	2166.796	52	4.29817e-05
6128	2167.149	65	5.37271e-05
6129	2167.503	53	4.38082e-05
6130	2167.857	76	6.28194e-05
6131	2168.210	58	4.79411e-05
6132	2168.564	80	6.61256e-05
6133	2168.918	61	5.04208e-05
6134	2169.271	72	5.95131e-05
6135	2169.625	55	4.54614e-05
6136	2169.979	60	4.95942e-05
6137	2170.332	59	4.87677e-05
6138	2170.686	72	5.95131e-05
6139	2171.039	65	5.37271e-05
6140	2171.393	62	5.12474e-05
6141	2171.747	55	4.54614e-05
6142	2172.100	49	4.0502e-05
6143	2172.454	72	5.95131e-05
6144	2172.808	70	5.78599e-05
6145	2173.161	62	5.12474e-05
6146	2173.515	64	5.29005e-05
6147	2173.869	59	4.87677e-05
6148	2174.222	67	5.53802e-05
6149	2174.576	65	5.37271e-05
6150	2174.930	69	5.70334e-05
6151	2175.283	59	4.87677e-05
6152	2175.637	67	5.53802e-05
6153	2175.991	71	5.86865e-05
6154	2176.344	59	4.87677e-05
6155	2176.698	59	4.87677e-05
6156	2177.051	63	5.20739e-05
6157	2177.405	66	5.45537e-05
6158	2177.759	59	4.87677e-05
6159	2178.112	71	5.86865e-05
6160	2178.466	57	4.71145e-05
6161	2178.820	60	4.95942e-05
6162	2179.173	67	5.53802e-05
6163	2179.527	63	5.20739e-05
6164	2179.881	54	4.46348e-05
6165	2180.234	69	5.70334e-05
6166	2180.588	78	6.44725e-05
6167	2180.942	60	4.95942e-05
6168	2181.295	65	5.37271e-05
6169	2181.649	69	5.70334e-05
6170	2182.002	60	4.95942e-05
6171	2182.356	70	5.78599e-05
6172	2182.710	59	4.87677e-05
6173	2183.063	70	5.78599e-05
6174	2183.417	66	5.45537e-05
6175	2183.771	69	5.70334e-05
6176	2184.124	75	6.19928e-05
6177	2184.478	66	5.45537e-05
6178	2184.832	62	5.12474e-05
6179	2185.185	45	3.71957e-05
6180	2185.539	61	5.04208e-05
6181	2185.893	80	6.61256e-05
6182	2186.246	76	6.28194e-05
6183	2186.600	68	5.62068e-05
6184	2186.954	59	4.87677e-05
6185	2187.307	70	5.78599e-05
6186	2187.661	49	4.0502e-05
6187	2188.014	72	5.95131e-05
6188	2188.368	66	5.45537e-05
6189	2188.722	69	5.70334e-05
6190	2189.075	54	4.46348e-05
6191	2189.429	74	6.11662e-05
6192	2189.783	65	5.37271e-05
6193	2190.136	57	4.71145e-05
6194	2190.490	68	5.62068e-05
6195	2190.844	73	6.03396e-05
6196	2191.197	62	5.12474e-05
6197	2191.551	65	5.37271e-05
6198	2191.905	66	5.45537e-05
6199	2192.258	59	4.87677e-05
6200	2192.612	72	5.95131e-05
6201	2192.965	67	5.53802e-05
6202	2193.319	68	5.62068e-05
6203	2193.673	61	5.04208e-05
6204	2194.026	53	4.38082e-05
6205	2194.380	77	6.36459e-05
6206	2194.734	71	5.86865e-05
6207	2195.087	69	5.70334e-05
6208	2195.441	67	5.53802e-05
6209	2195.795	66	5.45537e-05
6210	2196.148	63	5.20739e-05
6211	2196.502	66	5.45537e-05
6212	2196.856	73	6.03396e-05
6213	2197.209	64	5.29005e-05
6214	2197.563	61	5.04208e-05
6215	2197.917	42	3.4716e-05
6216	2198.270	56	4.62879e-05
6217	2198.624	56	4.62879e-05
6218	2198.977	66	5.45537e-05
6219	2199.331	58	4.79411e-05
6220	2199.685	65	5.37271e-05
6221	2200.038	60	4.95942e-05
6222	2200.392	70	5.78599e-05
6223	2200.746	71	5.86865e-05
6224	2201.099	58	4.79411e-05
6225	2201.453	92	7.60445e-05
6226	2201.807	77	6.36459e-05
6227	2202.160	110	9.09228e-05
6228	2202.514	121	0.000100015
6229	2202.868	139	0.000114893
6230	2203.221	186	0.000153742
6231	2203.575	182	0.000150436
6232	2203.928	199	0.000164488
6233	2204.282	186	0.000153742
6234	2204.636	197	0.000162834
6235	2204.989	156	0.000128945
6236	2205.343	131	0.000108281
6237	2205.697	113	9.34025e-05
6238	2206.050	82	6.77788e-05
6239	2206.404	73	6.03396e-05
6240	2206.758	64	5.29005e-05
6241	2207.111	69	5.70334e-05
6242	2207.465	58	4.79411e-05
6243	2207.819	68	5.62068e-05
6244	2208.172	64	5.29005e-05
6245	2208.526	61	5.04208e-05
6246	2208.879	66	5.45537e-05
6247	2209.233	80	6.61256e-05
6248	2209.587	63	5.20739e-05
6249	2209.940	60	4.95942e-05
6250	2210.294	58	4.79411e-05
6251	2210.648	64	5.29005e-05
6252	2211.001	62	5.12474e-05
6253	2211.355	73	6.03396e-05
6254	2211.709	73	6.03396e-05
6255	2212.062	62	5.12474e-05
6256	2212.416	64	5.29005e-05
6257	2212.770	71	5.86865e-05
6258	2213.123	55	4.54614e-05
6259	2213.477	62	5.12474e-05
6260	2213.831	67	5.53802e-05
6261	2214.184	64	5.29005e-05
6262	2214.538	58	4.79411e-05
6263	2214.891	57	4.71145e-05
6264	2215.245	57	4.71145e-05
6265	2215.599	64	5.29005e-05
6266	2215.952	68	5.62068e-05
6267	2216.306	61	5.04208e-05
6268	2216.660	62	5.12474e-05
6269	2217.013	61	5.04208e-05
6270	2217.367	59	4.87677e-05
6271	2217.721	55	4.54614e-05
6272	2218.074	71	5.86865e-05
6273	2218.428	69	5.70334e-05
6274	2218.782	58	4.79411e-05
6275	2219.135	63	5.20739e-05
6276	2219.489	72	5.95131e-05
6277	2219.842	64	5.29005e-05
6278	2220.196	71	5.86865e-05
6279	2220.550	55	4.54614e-05
6280	2220.903	63	5.20739e-05
6281	2221.257	69	5.70334e-05
6282	2221.611	62	5.12474e-05
6283	2221.964	55	4.54614e-05
6284	2222.318	71	5.86865e-05
6285	2222.672	61	5.04208e-05
6286	2223.025	59	4.87677e-05
6287	2223.379	49	4.0502e-05
6288	2223.733	59	4.87677e-05
6289	2224.086	63	5.20739e-05
6290	2224.440	63	5.20739e-05
6291	2224.794	62	5.12474e-05
6292	2225.147	52	4.29817e-05
6293	2225.501	61	5.04208e-05
6294	2225.854	77	6.36459e-05
6295	2226.208	68	5.62068e-05
6296	2226.562	60	4.95942e-05
6297	2226.915	58	4.79411e-05
6298	2227.269	68	5.62068e-05
6299	2227.623	66	5.45537e-05
6300	2227.976	54	4.46348e-05
6301	2228.330	70	5.78599e-05
6302	2228.684	60	4.95942e-05
6303	2229.037	58	4.79411e-05
6304	2229.391	67	5.53802e-05
6305	2229.745	53	4.38082e-05
6306	2230.098	78	6.44725e-05
6307	2230.452	54	4.46348e-05
6308	2230.805	66	5.45537e-05
6309	2231.159	56	4.62879e-05
6310	2231.513	58	4.79411e-05
6311	2231.866	51	4.21551e-05
6312	2232.220	73	6.03396e-05
6313	2232.574	57	4.71145e-05
6314	2232.927	68	5.62068e-05
6315	2233.281	71	5.86865e-05
6316	2233.635	64	5.29005e-05
6317	2233.988	63	5.20739e-05
6318	2234.342	44	3.63691e-05
6319	2234.696	75	6.19928e-05
6320	2235.049	56	4.62879e-05
6321	2235.403	64	5.29005e-05
6322	2235.757	61	5.04208e-05
6323	2236.110	52	4.29817e-05
6324	2236.464	64	5.29005e-05
6325	2236.817	62	5.12474e-05
6326	2237.171	53	4.38082e-05
6327	2237.525	54	4.46348e-05
6328	2237.878	46	3.80222e-05
6329	2238.232	65	5.37271e-05
6330	2238.586	52	4.29817e-05
6331	2238.939	73	6.03396e-05
6332	2239.293	68	5.62068e-05
6333	2239.647	68	5.62068e-05
6334	2240.000	72	5.95131e-05
6335	2240.354	62	5.12474e-05
6336	2240.708	68	5.62068e-05
6337	2241.061	57	4.71145e-05
6338	2241.415	60	4.95942e-05
6339	2241.768	52	4.29817e-05
6340	2242.122	57	4.71145e-05
6341	2242.476	70	5.78599e-05
6342	2242.829	65	5.37271e-05
6343	2243.183	66	5.45537e-05
6344	2243.537	78	6.44725e-05
6345	2243.890	61	5.04208e-05
6346	2244.244	62	5.12474e-05
6347	2244.598	69	5.70334e-05
6348	2244.951	73	6.03396e-05
6349	2245.305	53	4.38082e-05
6350	2245.659	69	5.70334e-05
6351	2246.012	70	5.78599e-05
6352	2246.366	51	4.21551e-05
6353	2246.720	60	4.95942e-05
6354	2247.073	48	3.96754e-05
6355	2247.427	63	5.20739e-05
6356	2247.780	58	4.79411e-05
6357	2248.134	72	5.95131e-05
6358	2248.488	60	4.95942e-05
6359	2248.841	61	5.04208e-05
6360	2249.195	61	5.04208e-05
6361	2249.549	68	5.62068e-05
6362	2249.902	59	4.87677e-05
6363	2250.256	58	4.79411e-05
6364	2250.610	61	5.04208e-05
6365	2250.963	58	4.79411e-05
6366	2251.317	57	4.71145e-05
6367	2251.671	68	5.62068e-05
6368	2252.024	55	4.54614e-05
6369	2252.378	69	5.70334e-05
6370	2252.731	67	5.53802e-05
6371	2253.085	50	4.13285e-05
6372	2253.439	63	5.20739e-05
6373	2253.792	65	5.37271e-05
6374	2254.146	60	4.95942e-05
6375	2254.500	66	5.45537e-05
6376	2254.853	77	6.36459e-05
6377	2255.207	56	4.62879e-05
6378	2255.561	65	5.37271e-05
6379	2255.914	54	4.46348e-05
6380	2256.268	72	5.95131e-05
6381	2256.622	64	5.29005e-05
6382	2256.975	72	5.95131e-05
6383	2257.329	53	4.38082e-05
6384	2257.683	64	5.29005e-05
6385	2258.036	56	4.62879e-05
6386	2258.390	51	4.21551e-05
6387	2258.743	71	5.86865e-05
6388	2259.097	66	5.45537e-05
6389	2259.451	43	3.55425e-05
6390	2259.804	49	4.0502e-05
6391	2260.158	67	5.53802e-05
6392	2260.512	57	4.71145e-05
6393	2260.865	62	5.12474e-05
6394	2261.219	60	4.95942e-05
6395	2261.573	60	4.95942e-05
6396	2261.926	80	6.61256e-05
6397	2262.280	51	4.21551e-05
6398	2262.634	54	4.46348e-05
6399	2262.987	51	4.21551e-05
6400	2263.341	67	5.53802e-05
6401	2263.694	63	5.20739e-05
6402	2264.048	55	4.54614e-05
6403	2264.402	70	5.78599e-05
6404	2264.755	67	5.53802e-05
6405	2265.109	69	5.70334e-05
6406	2265.463	51	4.21551e-05
6407	2265.816	57	4.71145e-05
6408	2266.170	60	4.95942e-05
6409	2266.524	64	5.29005e-05
6410	2266.877	47	3.88488e-05
6411	2267.231	60	4.95942e-05
6412	2267.585	69	5.70334e-05
6413	2267.938	73	6.03396e-05
6414	2268.292	58	4.79411e-05
6415	2268.646	61	5.04208e-05
6416	2268.999	66	5.45537e-05
6417	2269.353	51	4.21551e-05
6418	2269.706	50	4.13285e-05
6419	2270.060	74	6.11662e-05
6420	2270.414	63	5.20739e-05
6421	2270.767	63	5.20739e-05
6422	2271.121	64	5.29005e-05
6423	2271.475	73	6.03396e-05
6424	2271.828	52	4.29817e-05
6425	2272.182	76	6.28194e-05
6426	2272.536	71	5.86865e-05
6427	2272.889	57	4.71145e-05
6428	2273.243	74	6.11662e-05
6429	2273.597	62	5.12474e-05
6430	2273.950	67	5.53802e-05
6431	2274.304	66	5.45537e-05
6432	2274.657	71	5.86865e-05
6433	2275.011	51	4.21551e-05
6434	2275.365	75	6.19928e-05
6435	2275.718	64	5.29005e-05
6436	2276.072	86	7.10851e-05
6437	2276.426	58	4.79411e-05
6438	2276.779	71	5.86865e-05
6439	2277.133	47	3.88488e-05
6440	2277.487	63	5.20739e-05
6441	2277.840	55	4.54614e-05
6442	2278.194	63	5.20739e-05
6443	2278.548	58	4.79411e-05
6444	2278.901	51	4.21551e-05
6445	2279.255	54	4.46348e-05
6446	2279.609	61	5.04208e-05
6447	2279.962	72	5.95131e-05
6448	2280.316	56	4.62879e-05
6449	2280.669	62	5.12474e-05
6450	2281.023	72	5.95131e-05
6451	2281.377	52	4.29817e-05
6452	2281.730	57	4.71145e-05
6453	2282.084	55	4.54614e-05
6454	2282.438	75	6.19928e-05
6455	2282.791	64	5.29005e-05
6456	2283.145	59	4.87677e-05
6457	2283.499	63	5.20739e-05
6458	2283.852	62	5.12474e-05
6459	2284.206	68	5.62068e-05
6460	2284.560	58	4.79411e-05
6461	2284.913	66	5.45537e-05
6462	2285.267	60	4.95942e-05
6463	2285.620	65	5.37271e-05
6464	2285.974	62	5.12474e-05
6465	2286.328	68	5.62068e-05
6466	2286.681	49	4.0502e-05
6467	2287.035	43	3.55425e-05
6468	2287.389	56	4.62879e-05
6469	2287.742	65	5.37271e-05
6470	2288.096	52	4.29817e-05
6471	2288.450	68	5.62068e-05
6472	2288.803	62	5.12474e-05
6473	2289.157	66	5.45537e-05
6474	2289.511	70	5.78599e-05
6475	2289.864	71	5.86865e-05
6476	2290.218	51	4.21551e-05
6477	2290.572	68	5.62068e-05
6478	2290.925	61	5.04208e-05
6479	2291.279	67	5.53802e-05
6480	2291.632	70	5.78599e-05
6481	2291.986	64	5.29005e-05
6482	2292.340	66	5.45537e-05
6483	2292.693	64	5.29005e-05
6484	2293.047	59	4.87677e-05
6485	2293.401	67	5.53802e-05
6486	2293.754	61	5.04208e-05
6487	2294.108	62	5.12474e-05
6488	2294.462	66	5.45537e-05
6489	2294.815	77	6.36459e-05
6490	2295.169	66	5.45537e-05
6491	2295.523	52	4.29817e-05
6492	2295.876	63	5.20739e-05
6493	2296.230	61	5.04208e-05
6494	2296.583	60	4.95942e-05
6495	2296.937	43	3.55425e-05
6496	2297.291	65	5.37271e-05
6497	2297.644	70	5.78599e-05
6498	2297.998	57	4.71145e-05
6499	2298.352	76	6.28194e-05
6500	2298.705	73	6.03396e-05
6501	2299.059	62	5.12474e-05
6502	2299.413	68	5.62068e-05
6503	2299.766	53	4.38082e-05
6504	2300.120	66	5.45537e-05
6505	2300.474	69	5.70334e-05
6506	2300.827	64	5.29005e-05
6507	2301.181	61	5.04208e-05
6508	2301.534	66	5.45537e-05
6509	2301.888	58	4.79411e-05
6510	2302.242	54	4.46348e-05
6511	2302.595	68	5.62068e-05
6512	2302.949	60	4.95942e-05
6513	2303.303	69	5.70334e-05
6514	2303.656	55	4.54614e-05
6515	2304.010	55	4.54614e-05
6516	2304.364	70	5.78599e-05
6517	2304.717	68	5.62068e-05
6518	2305.071	58	4.79411e-05
6519	2305.425	71	5.86865e-05
6520	2305.778	73	6.03396e-05
6521	2306.132	62	5.12474e-05
6522	2306.486	63	5.20739e-05
6523	2306.839	68	5.62068e-05
6524	2307.193	66	5.45537e-05
6525	2307.546	68	5.62068e-05
6526	2307.900	63	5.20739e-05
6527	2308.254	53	4.38082e-05
6528	2308.607	58	4.79411e-05
6529	2308.961	66	5.45537e-05
6530	2309.315	66	5.45537e-05
6531	2309.668	66	5.45537e-05
6532	2310.022	82	6.77788e-05
6533	2310.376	56	4.62879e-05
6534	2310.729	55	4.54614e-05
6535	2311.083	52	4.29817e-05
6536	2311.437	50	4.13285e-05
6537	2311.790	51	4.21551e-05
6538	2312.144	48	3.96754e-05
6539	2312.497	55	4.54614e-05
6540	2312.851	67	5.53802e-05
6541	2313.205	64	5.29005e-05
6542	2313.558	60	4.95942e-05
6543	2313.912	55	4.54614e-05
6544	2314.266	59	4.87677e-05
6545	2314.619	59	4.87677e-05
6546	2314.973	61	5.04208e-05
6547	2315.327	55	4.54614e-05
6548	2315.680	62	5.12474e-05
6549	2316.034	64	5.29005e-05
6550	2316.388	66	5.45537e-05
6551	2316.741	62	5.12474e-05
6552	2317.095	59	4.87677e-05
6553	2317.449	67	5.53802e-05
6554	2317.802	64	5.29005e-05
6555	2318.156	68	5.62068e-05
6556	2318.509	65	5.37271e-05
6557	2318.863	61	5.04208e-05
6558	2319.217	64	5.29005e-05
6559	2319.570	57	4.71145e-05
6560	2319.924	79	6.52991e-05
6561	2320.278	68	5.62068e-05
6562	2320.631	55	4.54614e-05
6563	2320.985	76	6.28194e-05
6564	2321.339	61	5.04208e-05
6565	2321.692	57	4.71145e-05
6566	2322.046	71	5.86865e-05
6567	2322.400	56	4.62879e-05
6568	2322.753	55	4.54614e-05
6569	2323.107	62	5.12474e-05
6570	2323.460	76	6.28194e-05
6571	2323.814	72	5.95131e-05
6572	2324.168	70	5.78599e-05
6573	2324.521	53	4.38082e-05
6574	2324.875	76	6.28194e-05
6575	2325.229	54	4.46348e-05
6576	2325.582	59	4.87677e-05
6577	2325.936	59	4.87677e-05
6578	2326.290	71	5.86865e-05
6579	2326.643	57	4.71145e-05
6580	2326.997	62	5.12474e-05
6581	2327.351	79	6.52991e-05
6582	2327.704	65	5.37271e-05
6583	2328.058	67	5.53802e-05
6584	2328.412	65	5.37271e-05
6585	2328.765	73	6.03396e-05
6586	2329.119	67	5.53802e-05
6587	2329.472	60	4.95942e-05
6588	2329.826	70	5.78599e-05
6589	2330.180	60	4.95942e-05
6590	2330.533	60	4.95942e-05
6591	2330.887	70	5.78599e-05
6592	2331.241	49	4.0502e-05
6593	2331.594	45	3.71957e-05
6594	2331.948	72	5.95131e-05
6595	2332.302	61	5.04208e-05
6596	2332.655	68	5.62068e-05
6597	2333.009	58	4.79411e-05
6598	2333.363	61	5.04208e-05
6599	2333.716	66	5.45537e-05
6600	2334.070	68	5.62068e-05
6601	2334.423	71	5.86865e-05
6602	2334.777	64	5.29005e-05
6603	2335.131	68	5.62068e-05
6604	2335.484	65	5.37271e-05
6605	2335.838	63	5.20739e-05
6606	2336.192	59	4.87677e-05
6607	2336.545	50	4.13285e-05
6608	2336.899	62	5.12474e-05
6609	2337.253	60	4.95942e-05
6610	2337.606	53	4.38082e-05
6611	2337.960	54	4.46348e-05
6612	2338.314	71	5.86865e-05
6613	2338.667	67	5.53802e-05
6614	2339.021	53	4.38082e-05
6615	2339.375	80	6.61256e-05
6616	2339.728	61	5.04208e-05
6617	2340.082	65	5.37271e-05
6618	2340.435	68	5.62068e-05
6619	2340.789	66	5.45537e-05
6620	2341.143	60	4.95942e-05
6621	2341.496	69	5.70334e-05
6622	2341.850	58	4.79411e-05
6623	2342.204	63	5.20739e-05
6624	2342.557	57	4.71145e-05
6625	2342.911	77	6.36459e-05
6626	2343.265	66	5.45537e-05
6627	2343.618	52	4.29817e-05
6628	2343.972	60	4.95942e-05
6629	2344.326	69	5.70334e-05
6630	2344.679	56	4.62879e-05
6631	2345.033	58	4.79411e-05
6632	2345.386	56	4.62879e-05
6633	2345.740	47	3.88488e-05
6634	2346.094	67	5.53802e-05
6635	2346.447	59	4.87677e-05
6636	2346.801	75	6.19928e-05
6637	2347.155	63	5.20739e-05
6638	2347.508	62	5.12474e-05
6639	2347.862	73	6.03396e-05
6640	2348.216	73	6.03396e-05
6641	2348.569	56	4.62879e-05
6642	2348.923	64	5.29005e-05
6643	2349.277	74	6.11662e-05
6644	2349.630	63	5.20739e-05
6645	2349.984	65	5.37271e-05
6646	2350.338	59	4.87677e-05
6647	2350.691	76	6.28194e-05
6648	2351.045	64	5.29005e-05
6649	2351.398	61	5.04208e-05
6650	2351.752	56	4.62879e-05
6651	2352.106	57	4.71145e-05
6652	2352.459	66	5.45537e-05
6653	2352.813	53	4.38082e-05
6654	2353.167	65	5.37271e-05
6655	2353.520	52	4.29817e-05
6656	2353.874	63	5.20739e-05
6657	2354.228	67	5.53802e-05
6658	2354.581	61	5.04208e-05
6659	2354.935	73	6.03396e-05
6660	2355.289	65	5.37271e-05
6661	2355.642	59	4.87677e-05
6662	2355.996	63	5.20739e-05
6663	2356.349	67	5.53802e-05
6664	2356.703	53	4.38082e-05
6665	2357.057	69	5.70334e-05
6666	2357.410	64	5.29005e-05
6667	2357.764	73	6.03396e-05
6668	2358.118	75	6.19928e-05
6669	2358.471	68	5.62068e-05
6670	2358.825	57	4.71145e-05
6671	2359.179	54	4.46348e-05
6672	2359.532	67	5.53802e-05
6673	2359.886	48	3.96754e-05
6674	2360.240	76	6.28194e-05
6675	2360.593	50	4.13285e-05
6676	2360.947	67	5.53802e-05
6677	2361.301	65	5.37271e-05
6678	2361.654	66	5.45537e-05
6679	2362.008	73	6.03396e-05
6680	2362.361	62	5.12474e-05
6681	2362.715	64	5.29005e-05
6682	2363.069	59	4.87677e-05
6683	2363.422	60	4.95942e-05
6684	2363.776	61	5.04208e-05
6685	2364.130	65	5.37271e-05
6686	2364.483	75	6.19928e-05
6687	2364.837	77	6.36459e-05
6688	2365.191	51	4.21551e-05
6689	2365.544	81	6.69522e-05
6690	2365.898	63	5.20739e-05
6691	2366.252	62	5.12474e-05
6692	2366.605	76	6.28194e-05
6693	2366.959	64	5.29005e-05
6694	2367.312	59	4.87677e-05
6695	2367.666	55	4.54614e-05
6696	2368.020	58	4.79411e-05
6697	2368.373	65	5.37271e-05
6698	2368.727	56	4.62879e-05
6699	2369.081	57	4.71145e-05
6700	2369.434	52	4.29817e-05
6701	2369.788	68	5.62068e-05
6702	2370.142	63	5.20739e-05
6703	2370.495	79	6.52991e-05
6704	2370.849	59	4.87677e-05
6705	2371.203	67	5.53802e-05
6706	2371.556	68	5.62068e-05
6707	2371.910	68	5.62068e-05
6708	2372.264	65	5.37271e-05
6709	2372.617	73	6.03396e-05
6710	2372.971	77	6.36459e-05
6711	2373.324	57	4.71145e-05
6712	2373.678	54	4.46348e-05
6713	2374.032	51	4.21551e-05
6714	2374.385	52	4.29817e-05
6715	2374.739	61	5.04208e-05
6716	2375.093	56	4.62879e-05
6717	2375.446	57	4.71145e-05
6718	2375.800	63	5.20739e-05
6719	2376.154	67	5.53802e-05
6720	2376.507	66	5.45537e-05
6721	2376.861	67	5.53802e-05
6722	2377.215	60	4.95942e-05
6723	2377.568	54	4.46348e-05
6724	2377.922	78	6.44725e-05
6725	2378.275	57	4.71145e-05
6726	2378.629	55	4.54614e-05
6727	2378.983	55	4.54614e-05
6728	2379.336	46	3.80222e-05
6729	2379.690	59	4.87677e-05
6730	2380.044	88	7.27382e-05
6731	2380.397	66	5.45537e-05
6732	2380.751	63	5.20739e-05
6733	2381.105	61	5.04208e-05
6734	2381.458	55	4.54614e-05
6735	2381.812	62	5.12474e-05
6736	2382.166	69	5.70334e-05
6737	2382.519	63	5.20739e-05
6738	2382.873	45	3.71957e-05
6739	2383.226	67	5.53802e-05
6740	2383.580	55	4.54614e-05
6741	2383.934	62	5.12474e-05
6742	2384.287	63	5.20739e-05
6743	2384.641	59	4.87677e-05
6744	2384.995	43	3.55425e-05
6745	2385.348	45	3.71957e-05
6746	2385.702	59	4.87677e-05
6747	2386.056	60	4.95942e-05
6748	2386.409	48	3.96754e-05
6749	2386.763	48	3.96754e-05
6750	2387.117	49	4.0502e-05
6751	2387.470	54	4.46348e-05
6752	2387.824	66	5.45537e-05
6753	2388.178	65	5.37271e-05
6754	2388.531	48	3.96754e-05
6755	2388.885	49	4.0502e-05
6756	2389.238	59	4.87677e-05
6757	2389.592	48	3.96754e-05
6758	2389.946	57	4.71145e-05
6759	2390.299	62	5.12474e-05
6760	2390.653	46	3.80222e-05
6761	2391.007	63	5.20739e-05
6762	2391.360	51	4.21551e-05
6763	2391.714	60	4.95942e-05
6764	2392.068	56	4.62879e-05
6765	2392.421	59	4.87677e-05
6766	2392.775	58	4.79411e-05
6767	2393.129	50	4.13285e-05
6768	2393.482	56	4.62879e-05
6769	2393.836	51	4.21551e-05
6770	2394.189	39	3.22363e-05
6771	2394.543	50	4.13285e-05
6772	2394.897	69	5.70334e-05
6773	2395.250	62	5.12474e-05
6774	2395.604	50	4.13285e-05
6775	2395.958	43	3.55425e-05
6776	2396.311	46	3.80222e-05
6777	2396.665	49	4.0502e-05
6778	2397.019	47	3.88488e-05
6779	2397.372	60	4.95942e-05
6780	2397.726	55	4.54614e-05
6781	2398.080	55	4.54614e-05
6782	2398.433	58	4.79411e-05
6783	2398.787	67	5.53802e-05
6784	2399.141	49	4.0502e-05
6785	2399.494	52	4.29817e-05
6786	2399.848	56	4.62879e-05
6787	2400.201	56	4.62879e-05
6788	2400.555	54	4.46348e-05
6789	2400.909	55	4.54614e-05
6790	2401.262	44	3.63691e-05
6791	2401.616	60	4.95942e-05
6792	2401.970	50	4.13285e-05
6793	2402.323	49	4.0502e-05
6794	2402.677	53	4.38082e-05
6795	2403.031	47	3.88488e-05
6796	2403.384	55	4.54614e-05
6797	2403.738	56	4.62879e-05
6798	2404.092	57	4.71145e-05
6799	2404.445	53	4.38082e-05
6800	2404.799	60	4.95942e-05
6801	2405.152	51	4.21551e-05
6802	2405.506	41	3.38894e-05
6803	2405.860	51	4.21551e-05
6804	2406.213	46	3.80222e-05
6805	2406.567	44	3.63691e-05
6806	2406.921	52	4.29817e-05
6807	2407.274	54	4.46348e-05
6808	2407.628	46	3.80222e-05
6809	2407.982	64	5.29005e-05
6810	2408.335	47	3.88488e-05
6811	2408.689	57	4.71145e-05
6812	2409.043	61	5.04208e-05
6813	2409.396	51	4.21551e-05
6814	2409.750	52	4.29817e-05
6815	2410.104	52	4.29817e-05
6816	2410.457	55	4.54614e-05
6817	2410.811	57	4.71145e-05
6818	2411.164	69	5.70334e-05
6819	2411.518	44	3.63691e-05
6820	2411.872	37	3.05831e-05
6821	2412.225	61	5.04208e-05
6822	2412.579	53	4.38082e-05
6823	2412.933	51	4.21551e-05
6824	2413.286	48	3.96754e-05
6825	2413.640	56	4.62879e-05
6826	2413.994	58	4.79411e-05
6827	2414.347	66	5.45537e-05
6828	2414.701	48	3.96754e-05
6829	2415.055	48	3.96754e-05
6830	2415.408	47	3.88488e-05
6831	2415.762	57	4.71145e-05
6832	2416.115	49	4.0502e-05
6833	2416.469	46	3.80222e-05
6834	2416.823	51	4.21551e-05
6835	2417.176	60	4.95942e-05
6836	2417.530	51	4.21551e-05
6837	2417.884	56	4.62879e-05
6838	2418.237	39	3.22363e-05
6839	2418.591	52	4.29817e-05
6840	2418.945	57	4.71145e-05
6841	2419.298	44	3.63691e-05
6842	2419.652	46	3.80222e-05
6843	2420.006	51	4.21551e-05
6844	2420.359	56	4.62879e-05
6845	2420.713	42	3.4716e-05
6846	2421.067	51	4.21551e-05
6847	2421.420	48	3.96754e-05
6848	2421.774	47	3.88488e-05
6849	2422.127	67	5.53802e-05
6850	2422.481	46	3.80222e-05
6851	2422.835	61	5.04208e-05
6852	2423.188	45	3.71957e-05
6853	2423.542	50	4.13285e-05
6854	2423.896	53	4.38082e-05
6855	2424.249	51	4.21551e-05
6856	2424.603	56	4.62879e-05
6857	2424.957	46	3.80222e-05
6858	2425.310	58	4.79411e-05
6859	2425.664	42	3.4716e-05
6860	2426.018	55	4.54614e-05
6861	2426.371	54	4.46348e-05
6862	2426.725	54	4.46348e-05
6863	2427.078	50	4.13285e-05
6864	2427.432	44	3.63691e-05
6865	2427.786	46	3.80222e-05
6866	2428.139	57	4.71145e-05
6867	2428.493	49	4.0502e-05
6868	2428.847	49	4.0502e-05
6869	2429.200	56	4.62879e-05
6870	2429.554	57	4.71145e-05
6871	2429.908	45	3.71957e-05
6872	2430.261	47	3.88488e-05
6873	2430.615	51	4.21551e-05
6874	2430.969	45	3.71957e-05
6875	2431.322	48	3.96754e-05
6876	2431.676	45	3.71957e-05
6877	2432.030	46	3.80222e-05
6878	2432.383	54	4.46348e-05
6879	2432.737	52	4.29817e-05
6880	2433.090	41	3.38894e-05
6881	2433.444	43	3.55425e-05
6882	2433.798	55	4.54614e-05
6883	2434.151	45	3.71957e-05
6884	2434.505	45	3.71957e-05
