#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2002-01-05, 21:01:54
# Real time (s): 1213075.660
# Live time (s): 1209818.120
#
# Total counts:  221428538
#
# Left marker:  20 (7.086 keV)
# Right marker: 50 (17.695 keV)
# Counts:       4574772
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.012663
#     A1: 0.353645
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
6885	2434.859	52	4.29817e-05
6886	2435.212	33	2.72768e-05
6887	2435.566	63	5.20739e-05
6888	2435.920	43	3.55425e-05
6889	2436.273	56	4.62879e-05
6890	2436.627	52	4.29817e-05
6891	2436.981	41	3.38894e-05
6892	2437.334	58	4.79411e-05
6893	2437.688	48	3.96754e-05
6894	2438.041	54	4.46348e-05
6895	2438.395	47	3.88488e-05
6896	2438.749	48	3.96754e-05
6897	2439.102	36	2.97565e-05
6898	2439.456	51	4.21551e-05
6899	2439.810	59	4.87677e-05
6900	2440.163	40	3.30628e-05
6901	2440.517	53	4.38082e-05
6902	2440.871	40	3.30628e-05
6903	2441.224	52	4.29817e-05
6904	2441.578	48	3.96754e-05
6905	2441.932	40	3.30628e-05
6906	2442.285	51	4.21551e-05
6907	2442.639	49	4.0502e-05
6908	2442.993	52	4.29817e-05
6909	2443.346	59	4.87677e-05
6910	2443.700	55	4.54614e-05
6911	2444.053	55	4.54614e-05
6912	2444.407	66	5.45537e-05
6913	2444.761	49	4.0502e-05
6914	2445.114	51	4.21551e-05
6915	2445.468	68	5.62068e-05
6916	2445.822	52	4.29817e-05
6917	2446.175	69	5.70334e-05
6918	2446.529	51	4.21551e-05
6919	2446.883	58	4.79411e-05
6920	2447.236	80	6.61256e-05
6921	2447.590	87	7.19116e-05
6922	2447.944	97	8.01773e-05
6923	2448.297	87	7.19116e-05
6924	2448.651	69	5.70334e-05
6925	2449.004	83	6.86054e-05
6926	2449.358	68	5.62068e-05
6927	2449.712	57	4.71145e-05
6928	2450.065	52	4.29817e-05
6929	2450.419	46	3.80222e-05
6930	2450.773	44	3.63691e-05
6931	2451.126	44	3.63691e-05
6932	2451.480	50	4.13285e-05
6933	2451.834	56	4.62879e-05
6934	2452.187	43	3.55425e-05
6935	2452.541	46	3.80222e-05
6936	2452.895	54	4.46348e-05
6937	2453.248	43	3.55425e-05
6938	2453.602	36	2.97565e-05
6939	2453.956	60	4.95942e-05
6940	2454.309	52	4.29817e-05
6941	2454.663	45	3.71957e-05
6942	2455.016	49	4.0502e-05
6943	2455.370	62	5.12474e-05
6944	2455.724	48	3.96754e-05
6945	2456.077	49	4.0502e-05
6946	2456.431	52	4.29817e-05
6947	2456.785	50	4.13285e-05
6948	2457.138	47	3.88488e-05
6949	2457.492	58	4.79411e-05
6950	2457.846	43	3.55425e-05
6951	2458.199	42	3.4716e-05
6952	2458.553	62	5.12474e-05
6953	2458.907	36	2.97565e-05
6954	2459.260	48	3.96754e-05
6955	2459.614	42	3.4716e-05
6956	2459.967	44	3.63691e-05
6957	2460.321	54	4.46348e-05
6958	2460.675	39	3.22363e-05
6959	2461.028	47	3.88488e-05
6960	2461.382	45	3.71957e-05
6961	2461.736	50	4.13285e-05
6962	2462.089	53	4.38082e-05
6963	2462.443	54	4.46348e-05
6964	2462.797	50	4.13285e-05
6965	2463.150	48	3.96754e-05
6966	2463.504	51	4.21551e-05
6967	2463.858	37	3.05831e-05
6968	2464.211	36	2.97565e-05
6969	2464.565	48	3.96754e-05
6970	2464.918	50	4.13285e-05
6971	2465.272	45	3.71957e-05
6972	2465.626	47	3.88488e-05
6973	2465.979	42	3.4716e-05
6974	2466.333	40	3.30628e-05
6975	2466.687	48	3.96754e-05
6976	2467.040	52	4.29817e-05
6977	2467.394	41	3.38894e-05
6978	2467.748	40	3.30628e-05
6979	2468.101	50	4.13285e-05
6980	2468.455	46	3.80222e-05
6981	2468.809	40	3.30628e-05
6982	2469.162	49	4.0502e-05
6983	2469.516	43	3.55425e-05
6984	2469.870	39	3.22363e-05
6985	2470.223	47	3.88488e-05
6986	2470.577	53	4.38082e-05
6987	2470.930	43	3.55425e-05
6988	2471.284	42	3.4716e-05
6989	2471.638	48	3.96754e-05
6990	2471.991	40	3.30628e-05
6991	2472.345	43	3.55425e-05
6992	2472.699	45	3.71957e-05
6993	2473.052	33	2.72768e-05
6994	2473.406	43	3.55425e-05
6995	2473.760	48	3.96754e-05
6996	2474.113	47	3.88488e-05
6997	2474.467	46	3.80222e-05
6998	2474.821	45	3.71957e-05
6999	2475.174	49	4.0502e-05
7000	2475.528	51	4.21551e-05
7001	2475.881	46	3.80222e-05
7002	2476.235	45	3.71957e-05
7003	2476.589	44	3.63691e-05
7004	2476.942	37	3.05831e-05
7005	2477.296	47	3.88488e-05
7006	2477.650	49	4.0502e-05
7007	2478.003	31	2.56237e-05
7008	2478.357	52	4.29817e-05
7009	2478.711	46	3.80222e-05
7010	2479.064	48	3.96754e-05
7011	2479.418	41	3.38894e-05
7012	2479.772	46	3.80222e-05
7013	2480.125	45	3.71957e-05
7014	2480.479	50	4.13285e-05
7015	2480.833	40	3.30628e-05
7016	2481.186	47	3.88488e-05
7017	2481.540	42	3.4716e-05
7018	2481.893	47	3.88488e-05
7019	2482.247	41	3.38894e-05
7020	2482.601	62	5.12474e-05
7021	2482.954	36	2.97565e-05
7022	2483.308	45	3.71957e-05
7023	2483.662	37	3.05831e-05
7024	2484.015	45	3.71957e-05
7025	2484.369	48	3.96754e-05
7026	2484.723	42	3.4716e-05
7027	2485.076	38	3.14097e-05
7028	2485.430	45	3.71957e-05
7029	2485.784	51	4.21551e-05
7030	2486.137	39	3.22363e-05
7031	2486.491	60	4.95942e-05
7032	2486.844	40	3.30628e-05
7033	2487.198	42	3.4716e-05
7034	2487.552	42	3.4716e-05
7035	2487.905	42	3.4716e-05
7036	2488.259	47	3.88488e-05
7037	2488.613	42	3.4716e-05
7038	2488.966	43	3.55425e-05
7039	2489.320	25	2.06643e-05
7040	2489.674	33	2.72768e-05
7041	2490.027	48	3.96754e-05
7042	2490.381	38	3.14097e-05
7043	2490.735	49	4.0502e-05
7044	2491.088	37	3.05831e-05
7045	2491.442	36	2.97565e-05
7046	2491.796	39	3.22363e-05
7047	2492.149	34	2.81034e-05
7048	2492.503	38	3.14097e-05
7049	2492.856	51	4.21551e-05
7050	2493.210	42	3.4716e-05
7051	2493.564	41	3.38894e-05
7052	2493.917	51	4.21551e-05
7053	2494.271	34	2.81034e-05
7054	2494.625	37	3.05831e-05
7055	2494.978	49	4.0502e-05
7056	2495.332	39	3.22363e-05
7057	2495.686	41	3.38894e-05
7058	2496.039	35	2.893e-05
7059	2496.393	51	4.21551e-05
7060	2496.747	54	4.46348e-05
7061	2497.100	49	4.0502e-05
7062	2497.454	48	3.96754e-05
7063	2497.807	39	3.22363e-05
7064	2498.161	48	3.96754e-05
7065	2498.515	35	2.893e-05
7066	2498.868	47	3.88488e-05
7067	2499.222	40	3.30628e-05
7068	2499.576	47	3.88488e-05
7069	2499.929	46	3.80222e-05
7070	2500.283	54	4.46348e-05
7071	2500.637	53	4.38082e-05
7072	2500.990	42	3.4716e-05
7073	2501.344	45	3.71957e-05
7074	2501.698	45	3.71957e-05
7075	2502.051	45	3.71957e-05
7076	2502.405	44	3.63691e-05
7077	2502.759	59	4.87677e-05
7078	2503.112	46	3.80222e-05
7079	2503.466	51	4.21551e-05
7080	2503.819	60	4.95942e-05
7081	2504.173	42	3.4716e-05
7082	2504.527	48	3.96754e-05
7083	2504.880	38	3.14097e-05
7084	2505.234	34	2.81034e-05
7085	2505.588	43	3.55425e-05
7086	2505.941	41	3.38894e-05
7087	2506.295	50	4.13285e-05
7088	2506.649	37	3.05831e-05
7089	2507.002	45	3.71957e-05
7090	2507.356	37	3.05831e-05
7091	2507.710	30	2.47971e-05
7092	2508.063	39	3.22363e-05
7093	2508.417	31	2.56237e-05
7094	2508.770	34	2.81034e-05
7095	2509.124	43	3.55425e-05
7096	2509.478	44	3.63691e-05
7097	2509.831	36	2.97565e-05
7098	2510.185	33	2.72768e-05
7099	2510.539	49	4.0502e-05
7100	2510.892	37	3.05831e-05
7101	2511.246	44	3.63691e-05
7102	2511.600	29	2.39705e-05
7103	2511.953	54	4.46348e-05
7104	2512.307	41	3.38894e-05
7105	2512.661	38	3.14097e-05
7106	2513.014	42	3.4716e-05
7107	2513.368	38	3.14097e-05
7108	2513.722	40	3.30628e-05
7109	2514.075	36	2.97565e-05
7110	2514.429	35	2.893e-05
7111	2514.782	38	3.14097e-05
7112	2515.136	34	2.81034e-05
7113	2515.490	49	4.0502e-05
7114	2515.843	58	4.79411e-05
7115	2516.197	40	3.30628e-05
7116	2516.551	37	3.05831e-05
7117	2516.904	43	3.55425e-05
7118	2517.258	36	2.97565e-05
7119	2517.612	48	3.96754e-05
7120	2517.965	41	3.38894e-05
7121	2518.319	44	3.63691e-05
7122	2518.673	24	1.98377e-05
7123	2519.026	47	3.88488e-05
7124	2519.380	46	3.80222e-05
7125	2519.733	50	4.13285e-05
7126	2520.087	43	3.55425e-05
7127	2520.441	30	2.47971e-05
7128	2520.794	35	2.893e-05
7129	2521.148	44	3.63691e-05
7130	2521.502	46	3.80222e-05
7131	2521.855	45	3.71957e-05
7132	2522.209	53	4.38082e-05
7133	2522.563	41	3.38894e-05
7134	2522.916	33	2.72768e-05
7135	2523.270	52	4.29817e-05
7136	2523.624	45	3.71957e-05
7137	2523.977	39	3.22363e-05
7138	2524.331	47	3.88488e-05
7139	2524.685	45	3.71957e-05
7140	2525.038	42	3.4716e-05
7141	2525.392	34	2.81034e-05
7142	2525.745	45	3.71957e-05
7143	2526.099	42	3.4716e-05
7144	2526.453	41	3.38894e-05
7145	2526.806	48	3.96754e-05
7146	2527.160	39	3.22363e-05
7147	2527.514	38	3.14097e-05
7148	2527.867	41	3.38894e-05
7149	2528.221	43	3.55425e-05
7150	2528.575	37	3.05831e-05
7151	2528.928	33	2.72768e-05
7152	2529.282	36	2.97565e-05
7153	2529.636	50	4.13285e-05
7154	2529.989	37	3.05831e-05
7155	2530.343	43	3.55425e-05
7156	2530.696	33	2.72768e-05
7157	2531.050	42	3.4716e-05
7158	2531.404	37	3.05831e-05
7159	2531.757	26	2.14908e-05
7160	2532.111	33	2.72768e-05
7161	2532.465	34	2.81034e-05
7162	2532.818	36	2.97565e-05
7163	2533.172	46	3.80222e-05
7164	2533.526	38	3.14097e-05
7165	2533.879	41	3.38894e-05
7166	2534.233	40	3.30628e-05
7167	2534.587	28	2.3144e-05
7168	2534.940	37	3.05831e-05
7169	2535.294	38	3.14097e-05
7170	2535.648	46	3.80222e-05
7171	2536.001	40	3.30628e-05
7172	2536.355	37	3.05831e-05
7173	2536.708	35	2.893e-05
7174	2537.062	44	3.63691e-05
7175	2537.416	37	3.05831e-05
7176	2537.769	35	2.893e-05
7177	2538.123	26	2.14908e-05
7178	2538.477	38	3.14097e-05
7179	2538.830	46	3.80222e-05
7180	2539.184	21	1.7358e-05
7181	2539.538	46	3.80222e-05
7182	2539.891	41	3.38894e-05
7183	2540.245	42	3.4716e-05
7184	2540.599	33	2.72768e-05
7185	2540.952	41	3.38894e-05
7186	2541.306	37	3.05831e-05
7187	2541.659	40	3.30628e-05
7188	2542.013	36	2.97565e-05
7189	2542.367	31	2.56237e-05
7190	2542.720	33	2.72768e-05
7191	2543.074	38	3.14097e-05
7192	2543.428	30	2.47971e-05
7193	2543.781	36	2.97565e-05
7194	2544.135	38	3.14097e-05
7195	2544.489	35	2.893e-05
7196	2544.842	33	2.72768e-05
7197	2545.196	36	2.97565e-05
7198	2545.550	45	3.71957e-05
7199	2545.903	41	3.38894e-05
7200	2546.257	46	3.80222e-05
7201	2546.611	49	4.0502e-05
7202	2546.964	29	2.39705e-05
7203	2547.318	46	3.80222e-05
7204	2547.671	32	2.64503e-05
7205	2548.025	29	2.39705e-05
7206	2548.379	31	2.56237e-05
7207	2548.732	43	3.55425e-05
7208	2549.086	44	3.63691e-05
7209	2549.440	38	3.14097e-05
7210	2549.793	38	3.14097e-05
7211	2550.147	40	3.30628e-05
7212	2550.501	33	2.72768e-05
7213	2550.854	36	2.97565e-05
7214	2551.208	43	3.55425e-05
7215	2551.562	42	3.4716e-05
7216	2551.915	33	2.72768e-05
7217	2552.269	41	3.38894e-05
7218	2552.622	37	3.05831e-05
7219	2552.976	28	2.3144e-05
7220	2553.330	44	3.63691e-05
7221	2553.683	39	3.22363e-05
7222	2554.037	35	2.893e-05
7223	2554.391	38	3.14097e-05
7224	2554.744	24	1.98377e-05
7225	2555.098	47	3.88488e-05
7226	2555.452	38	3.14097e-05
7227	2555.805	34	2.81034e-05
7228	2556.159	36	2.97565e-05
7229	2556.513	60	4.95942e-05
7230	2556.866	43	3.55425e-05
7231	2557.220	40	3.30628e-05
7232	2557.573	39	3.22363e-05
7233	2557.927	27	2.23174e-05
7234	2558.281	28	2.3144e-05
7235	2558.634	37	3.05831e-05
7236	2558.988	36	2.97565e-05
7237	2559.342	31	2.56237e-05
7238	2559.695	28	2.3144e-05
7239	2560.049	38	3.14097e-05
7240	2560.403	40	3.30628e-05
7241	2560.756	36	2.97565e-05
7242	2561.110	36	2.97565e-05
7243	2561.464	36	2.97565e-05
7244	2561.817	35	2.893e-05
7245	2562.171	44	3.63691e-05
7246	2562.525	37	3.05831e-05
7247	2562.878	32	2.64503e-05
7248	2563.232	31	2.56237e-05
7249	2563.585	31	2.56237e-05
7250	2563.939	36	2.97565e-05
7251	2564.293	50	4.13285e-05
7252	2564.646	31	2.56237e-05
7253	2565.000	44	3.63691e-05
7254	2565.354	39	3.22363e-05
7255	2565.707	39	3.22363e-05
7256	2566.061	38	3.14097e-05
7257	2566.415	45	3.71957e-05
7258	2566.768	46	3.80222e-05
7259	2567.122	36	2.97565e-05
7260	2567.476	31	2.56237e-05
7261	2567.829	41	3.38894e-05
7262	2568.183	41	3.38894e-05
7263	2568.536	40	3.30628e-05
7264	2568.890	36	2.97565e-05
7265	2569.244	41	3.38894e-05
7266	2569.597	27	2.23174e-05
7267	2569.951	44	3.63691e-05
7268	2570.305	46	3.80222e-05
7269	2570.658	39	3.22363e-05
7270	2571.012	36	2.97565e-05
7271	2571.366	36	2.97565e-05
7272	2571.719	35	2.893e-05
7273	2572.073	28	2.3144e-05
7274	2572.427	40	3.30628e-05
7275	2572.780	41	3.38894e-05
7276	2573.134	37	3.05831e-05
7277	2573.488	45	3.71957e-05
7278	2573.841	41	3.38894e-05
7279	2574.195	29	2.39705e-05
7280	2574.548	39	3.22363e-05
7281	2574.902	42	3.4716e-05
7282	2575.256	25	2.06643e-05
7283	2575.609	49	4.0502e-05
7284	2575.963	37	3.05831e-05
7285	2576.317	30	2.47971e-05
7286	2576.670	35	2.893e-05
7287	2577.024	29	2.39705e-05
7288	2577.378	35	2.893e-05
7289	2577.731	45	3.71957e-05
7290	2578.085	48	3.96754e-05
7291	2578.439	32	2.64503e-05
7292	2578.792	47	3.88488e-05
7293	2579.146	46	3.80222e-05
7294	2579.499	39	3.22363e-05
7295	2579.853	32	2.64503e-05
7296	2580.207	44	3.63691e-05
7297	2580.560	25	2.06643e-05
7298	2580.914	35	2.893e-05
7299	2581.268	31	2.56237e-05
7300	2581.621	34	2.81034e-05
7301	2581.975	33	2.72768e-05
7302	2582.329	37	3.05831e-05
7303	2582.682	34	2.81034e-05
7304	2583.036	42	3.4716e-05
7305	2583.390	42	3.4716e-05
7306	2583.743	40	3.30628e-05
7307	2584.097	50	4.13285e-05
7308	2584.451	30	2.47971e-05
7309	2584.804	29	2.39705e-05
7310	2585.158	34	2.81034e-05
7311	2585.511	39	3.22363e-05
7312	2585.865	31	2.56237e-05
7313	2586.219	32	2.64503e-05
7314	2586.572	35	2.893e-05
7315	2586.926	34	2.81034e-05
7316	2587.280	40	3.30628e-05
7317	2587.633	29	2.39705e-05
7318	2587.987	38	3.14097e-05
7319	2588.341	31	2.56237e-05
7320	2588.694	37	3.05831e-05
7321	2589.048	20	1.65314e-05
7322	2589.402	27	2.23174e-05
7323	2589.755	43	3.55425e-05
7324	2590.109	37	3.05831e-05
7325	2590.462	28	2.3144e-05
7326	2590.816	32	2.64503e-05
7327	2591.170	40	3.30628e-05
7328	2591.523	38	3.14097e-05
7329	2591.877	26	2.14908e-05
7330	2592.231	42	3.4716e-05
7331	2592.584	35	2.893e-05
7332	2592.938	38	3.14097e-05
7333	2593.292	45	3.71957e-05
7334	2593.645	43	3.55425e-05
7335	2593.999	34	2.81034e-05
7336	2594.353	40	3.30628e-05
7337	2594.706	39	3.22363e-05
7338	2595.060	40	3.30628e-05
7339	2595.414	33	2.72768e-05
7340	2595.767	42	3.4716e-05
7341	2596.121	36	2.97565e-05
7342	2596.474	36	2.97565e-05
7343	2596.828	35	2.893e-05
7344	2597.182	36	2.97565e-05
7345	2597.535	32	2.64503e-05
7346	2597.889	36	2.97565e-05
7347	2598.243	36	2.97565e-05
7348	2598.596	36	2.97565e-05
7349	2598.950	50	4.13285e-05
7350	2599.304	31	2.56237e-05
7351	2599.657	33	2.72768e-05
7352	2600.011	28	2.3144e-05
7353	2600.365	30	2.47971e-05
7354	2600.718	42	3.4716e-05
7355	2601.072	52	4.29817e-05
7356	2601.425	38	3.14097e-05
7357	2601.779	43	3.55425e-05
7358	2602.133	34	2.81034e-05
7359	2602.486	37	3.05831e-05
7360	2602.840	29	2.39705e-05
7361	2603.194	33	2.72768e-05
7362	2603.547	41	3.38894e-05
7363	2603.901	39	3.22363e-05
7364	2604.255	31	2.56237e-05
7365	2604.608	33	2.72768e-05
7366	2604.962	51	4.21551e-05
7367	2605.316	40	3.30628e-05
7368	2605.669	39	3.22363e-05
7369	2606.023	30	2.47971e-05
7370	2606.377	30	2.47971e-05
7371	2606.730	47	3.88488e-05
7372	2607.084	32	2.64503e-05
7373	2607.437	42	3.4716e-05
7374	2607.791	29	2.39705e-05
7375	2608.145	34	2.81034e-05
7376	2608.498	44	3.63691e-05
7377	2608.852	48	3.96754e-05
7378	2609.206	57	4.71145e-05
7379	2609.559	53	4.38082e-05
7380	2609.913	52	4.29817e-05
7381	2610.267	59	4.87677e-05
7382	2610.620	78	6.44725e-05
7383	2610.974	94	7.76976e-05
7384	2611.328	100	8.26571e-05
7385	2611.681	136	0.000112414
7386	2612.035	180	0.000148783
7387	2612.388	223	0.000184325
7388	2612.742	318	0.000262849
7389	2613.096	414	0.0003422
7390	2613.449	602	0.000497595
7391	2613.803	815	0.000673655
7392	2614.157	992	0.000819958
7393	2614.510	1080	0.000892696
7394	2614.864	1282	0.00105966
7395	2615.218	1192	0.000985272
7396	2615.571	1012	0.000836489
7397	2615.925	881	0.000728209
7398	2616.279	598	0.000494289
7399	2616.632	399	0.000329802
7400	2616.986	245	0.00020251
7401	2617.340	154	0.000127292
7402	2617.693	85	7.02585e-05
7403	2618.047	55	4.54614e-05
7404	2618.400	41	3.38894e-05
7405	2618.754	33	2.72768e-05
7406	2619.108	33	2.72768e-05
7407	2619.461	48	3.96754e-05
7408	2619.815	30	2.47971e-05
7409	2620.169	37	3.05831e-05
7410	2620.522	30	2.47971e-05
7411	2620.876	33	2.72768e-05
7412	2621.230	36	2.97565e-05
7413	2621.583	36	2.97565e-05
7414	2621.937	39	3.22363e-05
7415	2622.291	29	2.39705e-05
7416	2622.644	30	2.47971e-05
7417	2622.998	37	3.05831e-05
7418	2623.351	29	2.39705e-05
7419	2623.705	45	3.71957e-05
7420	2624.059	30	2.47971e-05
7421	2624.412	26	2.14908e-05
7422	2624.766	34	2.81034e-05
7423	2625.120	31	2.56237e-05
7424	2625.473	27	2.23174e-05
7425	2625.827	30	2.47971e-05
7426	2626.181	35	2.893e-05
7427	2626.534	36	2.97565e-05
7428	2626.888	41	3.38894e-05
7429	2627.242	36	2.97565e-05
7430	2627.595	32	2.64503e-05
7431	2627.949	39	3.22363e-05
7432	2628.303	23	1.90111e-05
7433	2628.656	33	2.72768e-05
7434	2629.010	27	2.23174e-05
7435	2629.363	34	2.81034e-05
7436	2629.717	32	2.64503e-05
7437	2630.071	27	2.23174e-05
7438	2630.424	33	2.72768e-05
7439	2630.778	28	2.3144e-05
7440	2631.132	34	2.81034e-05
7441	2631.485	25	2.06643e-05
7442	2631.839	37	3.05831e-05
7443	2632.193	27	2.23174e-05
7444	2632.546	43	3.55425e-05
7445	2632.900	29	2.39705e-05
7446	2633.254	24	1.98377e-05
7447	2633.607	33	2.72768e-05
7448	2633.961	27	2.23174e-05
7449	2634.314	41	3.38894e-05
7450	2634.668	33	2.72768e-05
7451	2635.022	26	2.14908e-05
7452	2635.375	32	2.64503e-05
7453	2635.729	33	2.72768e-05
7454	2636.083	26	2.14908e-05
7455	2636.436	32	2.64503e-05
7456	2636.790	24	1.98377e-05
7457	2637.144	35	2.893e-05
7458	2637.497	45	3.71957e-05
7459	2637.851	25	2.06643e-05
7460	2638.205	22	1.81846e-05
7461	2638.558	36	2.97565e-05
7462	2638.912	39	3.22363e-05
7463	2639.265	29	2.39705e-05
7464	2639.619	27	2.23174e-05
7465	2639.973	31	2.56237e-05
7466	2640.326	35	2.893e-05
7467	2640.680	31	2.56237e-05
7468	2641.034	29	2.39705e-05
7469	2641.387	34	2.81034e-05
7470	2641.741	41	3.38894e-05
7471	2642.095	34	2.81034e-05
7472	2642.448	42	3.4716e-05
7473	2642.802	37	3.05831e-05
7474	2643.156	29	2.39705e-05
7475	2643.509	37	3.05831e-05
7476	2643.863	36	2.97565e-05
7477	2644.217	23	1.90111e-05
7478	2644.570	35	2.893e-05
7479	2644.924	26	2.14908e-05
7480	2645.277	37	3.05831e-05
7481	2645.631	34	2.81034e-05
7482	2645.985	28	2.3144e-05
7483	2646.338	29	2.39705e-05
7484	2646.692	34	2.81034e-05
7485	2647.046	32	2.64503e-05
7486	2647.399	39	3.22363e-05
7487	2647.753	34	2.81034e-05
7488	2648.107	25	2.06643e-05
7489	2648.460	32	2.64503e-05
7490	2648.814	38	3.14097e-05
7491	2649.168	28	2.3144e-05
7492	2649.521	24	1.98377e-05
7493	2649.875	38	3.14097e-05
7494	2650.228	28	2.3144e-05
7495	2650.582	35	2.893e-05
7496	2650.936	17	1.40517e-05
7497	2651.289	22	1.81846e-05
7498	2651.643	39	3.22363e-05
7499	2651.997	47	3.88488e-05
7500	2652.350	35	2.893e-05
7501	2652.704	30	2.47971e-05
7502	2653.058	33	2.72768e-05
7503	2653.411	28	2.3144e-05
7504	2653.765	25	2.06643e-05
7505	2654.119	27	2.23174e-05
7506	2654.472	28	2.3144e-05
7507	2654.826	30	2.47971e-05
7508	2655.180	41	3.38894e-05
7509	2655.533	28	2.3144e-05
7510	2655.887	34	2.81034e-05
7511	2656.240	37	3.05831e-05
7512	2656.594	26	2.14908e-05
7513	2656.948	37	3.05831e-05
7514	2657.301	28	2.3144e-05
7515	2657.655	29	2.39705e-05
7516	2658.009	27	2.23174e-05
7517	2658.362	26	2.14908e-05
7518	2658.716	32	2.64503e-05
7519	2659.070	27	2.23174e-05
7520	2659.423	25	2.06643e-05
7521	2659.777	36	2.97565e-05
7522	2660.131	31	2.56237e-05
7523	2660.484	39	3.22363e-05
7524	2660.838	27	2.23174e-05
7525	2661.191	26	2.14908e-05
7526	2661.545	33	2.72768e-05
7527	2661.899	27	2.23174e-05
7528	2662.252	28	2.3144e-05
7529	2662.606	30	2.47971e-05
7530	2662.960	27	2.23174e-05
7531	2663.313	36	2.97565e-05
7532	2663.667	36	2.97565e-05
7533	2664.021	34	2.81034e-05
7534	2664.374	34	2.81034e-05
7535	2664.728	29	2.39705e-05
7536	2665.082	23	1.90111e-05
7537	2665.435	38	3.14097e-05
7538	2665.789	32	2.64503e-05
7539	2666.143	27	2.23174e-05
7540	2666.496	34	2.81034e-05
7541	2666.850	26	2.14908e-05
7542	2667.203	31	2.56237e-05
7543	2667.557	25	2.06643e-05
7544	2667.911	25	2.06643e-05
7545	2668.264	33	2.72768e-05
7546	2668.618	29	2.39705e-05
7547	2668.972	31	2.56237e-05
7548	2669.325	33	2.72768e-05
7549	2669.679	32	2.64503e-05
7550	2670.033	30	2.47971e-05
7551	2670.386	35	2.893e-05
7552	2670.740	39	3.22363e-05
7553	2671.094	31	2.56237e-05
7554	2671.447	16	1.32251e-05
7555	2671.801	34	2.81034e-05
7556	2672.154	36	2.97565e-05
7557	2672.508	28	2.3144e-05
7558	2672.862	40	3.30628e-05
7559	2673.215	37	3.05831e-05
7560	2673.569	28	2.3144e-05
7561	2673.923	29	2.39705e-05
7562	2674.276	34	2.81034e-05
7563	2674.630	33	2.72768e-05
7564	2674.984	37	3.05831e-05
7565	2675.337	30	2.47971e-05
7566	2675.691	19	1.57048e-05
7567	2676.045	33	2.72768e-05
7568	2676.398	29	2.39705e-05
7569	2676.752	33	2.72768e-05
7570	2677.106	30	2.47971e-05
7571	2677.459	39	3.22363e-05
7572	2677.813	36	2.97565e-05
7573	2678.166	42	3.4716e-05
7574	2678.520	27	2.23174e-05
7575	2678.874	40	3.30628e-05
7576	2679.227	35	2.893e-05
7577	2679.581	32	2.64503e-05
7578	2679.935	27	2.23174e-05
7579	2680.288	31	2.56237e-05
7580	2680.642	36	2.97565e-05
7581	2680.996	35	2.893e-05
7582	2681.349	33	2.72768e-05
7583	2681.703	29	2.39705e-05
7584	2682.057	36	2.97565e-05
7585	2682.410	23	1.90111e-05
7586	2682.764	24	1.98377e-05
7587	2683.117	28	2.3144e-05
7588	2683.471	33	2.72768e-05
7589	2683.825	35	2.893e-05
7590	2684.178	33	2.72768e-05
7591	2684.532	41	3.38894e-05
7592	2684.886	31	2.56237e-05
7593	2685.239	31	2.56237e-05
7594	2685.593	25	2.06643e-05
7595	2685.947	35	2.893e-05
7596	2686.300	23	1.90111e-05
7597	2686.654	33	2.72768e-05
7598	2687.008	33	2.72768e-05
7599	2687.361	31	2.56237e-05
7600	2687.715	41	3.38894e-05
7601	2688.069	24	1.98377e-05
7602	2688.422	31	2.56237e-05
7603	2688.776	47	3.88488e-05
7604	2689.129	30	2.47971e-05
7605	2689.483	31	2.56237e-05
7606	2689.837	31	2.56237e-05
7607	2690.190	20	1.65314e-05
7608	2690.544	28	2.3144e-05
7609	2690.898	32	2.64503e-05
7610	2691.251	37	3.05831e-05
7611	2691.605	24	1.98377e-05
7612	2691.959	24	1.98377e-05
7613	2692.312	25	2.06643e-05
7614	2692.666	43	3.55425e-05
7615	2693.020	41	3.38894e-05
7616	2693.373	37	3.05831e-05
7617	2693.727	28	2.3144e-05
7618	2694.080	32	2.64503e-05
7619	2694.434	33	2.72768e-05
7620	2694.788	29	2.39705e-05
7621	2695.141	28	2.3144e-05
7622	2695.495	42	3.4716e-05
7623	2695.849	32	2.64503e-05
7624	2696.202	29	2.39705e-05
7625	2696.556	31	2.56237e-05
7626	2696.910	29	2.39705e-05
7627	2697.263	30	2.47971e-05
7628	2697.617	30	2.47971e-05
7629	2697.971	25	2.06643e-05
7630	2698.324	21	1.7358e-05
7631	2698.678	33	2.72768e-05
7632	2699.032	35	2.893e-05
7633	2699.385	32	2.64503e-05
7634	2699.739	35	2.893e-05
7635	2700.092	29	2.39705e-05
7636	2700.446	33	2.72768e-05
7637	2700.800	34	2.81034e-05
7638	2701.153	27	2.23174e-05
7639	2701.507	26	2.14908e-05
7640	2701.861	33	2.72768e-05
7641	2702.214	32	2.64503e-05
7642	2702.568	40	3.30628e-05
7643	2702.922	32	2.64503e-05
7644	2703.275	34	2.81034e-05
7645	2703.629	20	1.65314e-05
7646	2703.983	29	2.39705e-05
7647	2704.336	33	2.72768e-05
7648	2704.690	19	1.57048e-05
7649	2705.043	22	1.81846e-05
